label;text
0;СУШИ-ПОВАР,УЧЕНИК    ДЛЯ ТЕХ КТО ХОЧЕТ СТАТЬ ПОВАРОМ    Доставку суши Фарфор требуется ученики суши повара, суши повар. Можно без опыта работы,всему научим. График 2/2 , ЗП от 20-50 т. р.( по мере обучения). Молодежный коллектив, питание и доставка домой после смены.Возможно официальное оформление. т.8 9227 590 490, 8 9220119616 .с 11-00 до 17-00 ежедневно.    КОНТАКТЫ ДЛЯ СВЯЗИ:  ☎ 89227590490 - 89220119616
0;12.03.2021 г. с 13:00 до 17:00 ч. в связи с проведением плановых работ ОДГ БРЭС планируется отключение электроэнергии, под отключение попадают потребители п. Лытвенский: ул. Молодежная, Совхозная, Школьная, д/сад, котельная.
0;📣📣📣 Diskontshop!!! ШОКОЛАД, КОСМЕТИКА И БАДы ИЗ ГЕРМАНИИ !!!📣📣📣 🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪 🍋ТЕМА: https://vk.com/topic-95687630_35099927  🛁Уходовая косметика из Германии –  https://vk.com/album-95687630_268239732 🎨Макияж из Германии - https://vk.com/album-95687630_268243556 💊Витамины и лекарственные средства из Германии – https://vk.com/album-95687630_268221603 🍫Шоколад из Германии -  https://vk.com/album-95687630_268258347
0;Онлайн-школа "Young" основана в 2014 году. Главное направление деятельности школы - помочь ребенку найти будущее призвание. За 6 лет работы были проведены оффлайн программы в пяти регионах России: Москва, Санкт-Петербург, Воронеж, Липецк, Чебоксары. А онлайн программы реализовываются на территории 3х стран: Россия, США, Индия.Более 28 000 человек приняли участие в наших программах. Более
0;#вакансия@promo_78   КУКЛА В ПОМЕЩЕНИИ!!!  13.03. 12:00-17:00 Возле ст.м. ЛЕСНАЯ  ставка 300р/ч  активный молодой человек Рост: от 180 до 190 Опыт в промо  ОПЛАТА СРАЗУ!!!
0;ЧУЖИЕ ТАТУХИ  Пришла ко мне молодая женщина, и весь первый час сессии потратила на возмущённое, и очень злое описание девушки-коллеги, которая - о, ужас! - вся в татухах, пирсинге, дредах...  Она слушает непонятную музыку, носит непонятную одежду, говорит о непонятных фильмах...   - Она заставляет Вас подражать ей? - спросила я неожиданно для моей собеседницы.  - Нет...- растерялась женщина.  - Она настаивает на том, чтобы Вы сделали себе тату, заплели дреды, пробили туннели в ушах? - спокойно продолжаю я.  - Нет...  - Она зазывает Вас на неформальные тусовки, знакомит со своей компанией, приходит без спроса в гости?  - Нет...  - Она взваливает на Вас свою работу, или постоянно просит о помощи?  - Нет...  - Она сплетничает о Вас, интригует за спиной, высмеивает Ваш стиль?  - Нет...  - Она пытается подсидеть Вас, и активно конкурирует?  - Нет...  - Она спит с Вашим мужем?  - Нет...  - Она должна Вам денег?  - Нет...  - Она виновата перед Вами за что-то?  - Нет...  - Она нагадила Вам под дверь?  - Нет...   - ОНА ПОШАТНУЛА ВАШ УСТОЯВШИЙСЯ МИР, В КОТОРОМ ПРАВИЛЬНО ЛИШЬ ТО, ЧТО ПОНЯТНО? ОНА ПУГАЕТ ВАС, ПОЗВОЛИВ СЕБЕ ДЕЛАТЬ ТО, НА ЧТО ВЫ НИКОГДА НЕ РЕШАЛИСЬ, НО, ВЕРОЯТНО, ХОТЕЛИ? ОНА КАЖЕТСЯ ВАМ СВОБОДНОЙ, ТО ЕСТЬ, ИМЕЕТ ТО, ЧЕГО НЕ ИМЕЕТЕ ВЫ?  Нет, друзья мои, у меня не было задачи вызвать её слёзы, хотя я их и вызвала...   У меня была задача сломать сложившуюся в голове каждого второго систему, которая заставляет отрицать всё, что в ней не укладывается...  Ненавидеть отличающихся от них людей...   И бояться их только за то, что они дали себе право на свою собственную жизнь, своё собственное тело, и свой собственный выбор...  НЕсвобода всегда жестока...  Нетерпима...  Агрессивна...  И переносится она, как правило, на тех, кто свободен, и кто никому ничего не навязывает...   Самые несвободные из нас точно знают, как все должны жить...  Одинаково...  Так спокойнее, правда?...  И дело совсем не в том, что пирсинг и татухи - это хорошо, а стандартная причёска - плохо...  Дело в том, что ЧУЖИЕ ТАТУХИ НЕ ДОЛЖНЫ ВОЛНОВАТЬ ТОГО, КОМУ ИХ НЕ НАБИЛИ НАСИЛЬНО...  Будьте свободными настолько, чтобы жить только на территории своей жизни...   ©Лиля Град
0;Минмолодежи РТ запускает проект "Татар егете - 2021"    Проект "Татар егете - 2021" запускает молодёжный центр «Шатлык» Набережных Челнов при поддержке министерства молодёжи Татарстана. Принять участие могут юноши со всех районов Татарстана в возрасте от 16 до 25 лет, владеющие татарским языком.    Заявки на участие принимаются до 5 марта по электронной почте mc-shatlyk@mail.ru с указанием в теме письма “Татар егете” и в автоматизированной информационной системе “АИС Молодёжь России”: https://myrosmol.ru/event/5847
0;Итоги викторины "Исследователи земли русской"❗❗❗ На протяжении 3-х лет обучающиеся ГОУ ЛНР «Зоринская СШ № 10 имени Саши Дегтярева» сотрудничают с кафедрой географии Луганского государственного педагогического университета, принимая участие в Географических викторинах. В 2020-2021 учебном году в данном конкурсе принимали участие Епифанов Денис, ученик 8-А класса и Рожкова Александра, ученица 7 класса. Викторина учащейся молодёжи «Исследователи земли русской», приуроченная к 100-летию основания Государственного образовательного учреждения высшего образования Луганской Народной Республики «Луганский государственный педагогический университет», проводилась с целью расширения и углубления знаний обучающихся об открытии и изучении русскими учеными и исследователями территории Российской Федерации, формирования у учащейся молодёжи комплексного, пространственного, социально ориентированного знания об исследованиях земли русской, в результате применения краеведческого, регионального и планетарного подходов..     По итогам викторины Епифанов Денис стал призером, заняв ΙΙΙ место, Рожкова Александра была отмечена сертификатом участника.
0;Друзья, вы можете оплатить наши услуги любым удобным для Вас способом.  Мы принимаем оплату наличными средствами, оплату с помощью банковских карт, менеджеры оформляют кредит!!!    Ждём Вас:  Туристическая компания "Альтернатива".  пгт. Рефтинский, ул. Молодёжная 1, ТЦ Магнит.  ☎ +7 912 653 01 90.
0;Катя, не замужем. Познакомлюсь с молодым человеком))
0;Опубликован список территорий в Тольятти, которые могут быть благоустроены в 2022 году      Жители Самарской области могут онлайн выбрать те общественные пространства, которые, по их мнению, необходимо благоустроить в 2022 году в первую очередь.   Как информирует пресс-служба регионального правительства, работы по улучшению территорий будут проводиться в рамках федеральной программы «Формирование комфортной городской среды». Голосование пройдет с 26 апреля по 30 мая 2021 года на сайте: 63.gorodsreda.ru. Ссылка будет доступна только в период голосования.   Необходимое условие для включения объекта в федеральную программу – заинтересованность самих граждан. В этом и уникальность программы – именно жители формируют первоочередной список общественных пространств к преображению и именно они определяют, как будет выглядеть парк, сквер, бульвар или аллея в конечном результате.   В 2020 году по программе «Формирование комфортной городской среды» в Самарской области были благоустроены 157 общественных пространств и 323 двора. Активное участие в их улучшении принимали сами жители.   Пресс-служба обнародовала список территорий в Тольятти, представленных для голосования:   1. Центральная площадь  2. Аллея Молодежного бульвара (от ул. Победы до ул. К. Маркса)  3. Сквер по ул. Жилина (от площади Свободы до ул.Баныкина)  4. Итальянский пляж  5. Сквер б-ра Космонавтов  6. сквер 14 квартала  7. Площадь Денисова, мкр.Поволжский.  http://tltgorod.ru/news/theme-5/news-115484/
0;Проект благоустройства сквера  Всероссийский конкурс «Лучших проектов по созданию комфортной городской среды в малых городах и исторических поселениях» малоярославчане пытаются покорить с 2018 года. Уже тогда они подавали анкеты с предложениями о благоустройстве общественной территории, которую выбрали в ходе голосования.  В этом году большинством голосов было решено, что оосбенно нуждается в преображении территории сквера Победы русских войск 1812 года.  11 марта в администрации прошло совещание под руководством главы районной администрации Вячеслава Парфёнова по данному проекту. Проектировщики рассказали, что именно планируется изменить. По их словам и показанным слайдам, облик этой территории станет максимально комфортной городской средой. Концепция представляет собой создание нового сквера на старом месте и опирается на сохранение традиций, бережное отношение к природе и память об исторических событиях с использованием новых объектов и современным переосмыслением зон. Решено сохранить традиционное и узнаваемое для сквера зонирование: исторического наследия, фестивально - концертного, досугового, детского.   В сквере будут - аллея героев войны 1812 года, детский уголок и площадка для игр в крокет, удобные скамейки, фотозона, для молодожёнов мостик с замками любви, фонтан, небольшая уютная сцена, овраг можно будет переходить по мостикам…В общем, проект красивый, креативный и современный .    Один из главных факторов при проектировании - сохранение зеленого каркаса сквера, поэтому все объекты будут максимально интегрированы в среду. Проект подразумевает повышение туристкой привлекательности сквера.  Напомним, что цель конкурса – поддержка проектов создания привлекательных городских пространств, способствующих повышению качества жизни, привлечению в муниципалитеты посетителей, развития индустрии услуг. Реализация проектов-победителей должна способствовать началу процесса устойчивого развития комфортной городской среды, способной обеспечить и поддерживать культурные, визуальные, пространственные и социально-экономические связи.  Ольга Ярова  Фото Виктора Цурикова
0;💥 Примите участие в XIV Петербургском Партнериате малого и среднего бизнеса «Санкт-Петербург – регионы России и зарубежья», который пройдёт в online формате.  📆 Дата и время проведения: 17-19 марта 2021 года с 10:00 до 18:00.  Партнериат станет главной площадкой 2021 года для обсуждения вызовов нового времени и объединения усилий в целях устойчивого развития регионов в интересах будущего страны.  В программе:  🔹проведение сессий и семинаров, дискуссий, доклады из регионов  🔹 интерактивная выставка регионов  🔹биржа деловых контактов   🔹биржа интеллектуальной собственности  🔹презентационная программа  🔹работа консультационного центра  Подробности и регистрация на сайте partneriat.info  #фондсодействиякредитованию #партнериат2021  #мойбизнес
0;210311 » шоу 'youth with you 3'   фотографии Кристиана с выступления команды 《无乐不作》(Be Happy)   #wangnanjun #krystianwang #nowunited #youthwithyou3 #qcyn3 #iqiyi
0;В Городской думе прошел открытый урок для старшеклассников школы № 24   10 марта в Администрации города Ижевска для учеников старших классов школы № 24 депутаты Денис Назаров (https://vk.com/nazarovdn) и Марина Дегтярева провели открытый урок в Городской думе Ижевска.   Старшеклассники посетили выставку, посвященную истории органов местного самоуправления города Ижевска, а в малом зале заседаний депутаты Городской думы г. Ижевска рассказали ребятам о составе думы, принципах ее формирования, действующих комиссиях и рабочих группах, порядке рассмотрения и принятия нормативных актов. Также ребят познакомили с работой и реализуемыми проектами Молодежного парламента города Ижевска.   Школьникам удалось примерить на себя роль депутата, они смогли в Большом зале заседаний Городской думы Ижевска протестировать систему голосования. Ребята выносили на рассмотрения вопросы, выбирали варианты ответов «за», «против», «воздержался» и смотрели результаты голосования на экране.
0;✅Для студентов перечисленных ВУЗов выполнены не только контрольные, курсовые работы, но и выпускные работы, дипломы бакалавров и магистров💯  Финансовый университет при Правительстве Российской Федерации   Кубанский государственный университет физической культуры, спорта и туризма   Академия маркетинга и социально-информационных технологий ИМСИТ   КубГТУ – Кубанский государственный технологический университет   Кубанский государственный аграрный университет имени И.Т. Трубилина   Кубанский государственный университет   Российский государственный университет туризма и сервиса РГУТИС   Российский государственный аграрный университет РГАУ-МСХА им.Тимирязева   Академия государственной противопожарной службы МЧС России   Коми республиканская академия государственной службы и управления   СГУ им. Питирима Сорокина   Сыктывкарский лесной институт   СГА – Современная гуманитарная академия   РУК – Российский университет кооперации   ВятГСХА – Вятская государственная сельскохозяйственная академия   НКИ – Нижегородский коммерческий институт   Вятская государственная сельскохозяйственная академия   Вятский государственный агротехнический университет   Университет «Синергия»   ФГБОУ ВО "Вятский государственный университет" ВятГУ   ФГБОУ ВО «Вятский государственный гуманитарный университет» ВятГГУ.   Мытищинский филиал МГТУ им. Н. Э. Баумана (Московский государственный университет леса)    Российский университет дружбы народов РУДН   Сочинский государственный университет   Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича   Санкт-Петербургский государственный университет   Санкт-Петербургский государственный экономический университет СПбГЭУ   Санкт-Петербургский университет технологий управления и экономики (СПбУТУиЭ   Санкт-Петербургский государственный лесотехнический университет им. С.М. Кирова   Санкт-Петербургский государственный аграрный университет   Санкт-Петербургский Государственный университет сервиса и экономики   Российский государственный гидрометеорологический университет
0;Познакомьтесь с весенней коллекцией, которая создана совместно с иллюстратором из Нью-Йорка Анжелой Маккей! Каждое изделие из новой коллаборации содержит органический хлопок, переработанные материалы или вискозу, которая больше отвечает принципам устойчивого развития.  https://www.hm.com/kz/simone-rocha-hm-designer-collaboration-2021/  #HMKids
1;10 марта прошли первые матчи второго группового этапа #МСКЛ для [id185709710|Денис "RUBIKONtent" Савчук] 💪🏻  После жеребьёвки первой сборной предстояло сразится с представителями [club27055949|РТУ МИРЭА-1] , [club104364674|РГУФКСМиТ] и [club141997881|НИУ МЭИ]  После первого круга Денис занимает второе место в своей группе со статистикой 2-1-0 💪🏻  Мы взяли небольшое интервью у Дениса, в котором он поделился своими эмоциями после первого сыгранного круга 🔥   💥 [id185709710|Денис "RUBIKONtent" Савчук] (1 сборная): "Обидно проиграл сопернику из РГУФКСМиТ в первом противостоянии. Наверное не настроился немного. В итоге начал с поражения 0:2. С МЭИ и МИРЭА были относительно равные матчи, но всё-таки, как мне показалось, с полной концентрацией и без глупых ошибок можно спокойно и в ответных матчах также их обыгрывать и забирать очки. Надеюсь, что во втором круге получится забрать 9 очков из 9 и спокойно выйти в плей-офф.  P.S. Дембеле так и не подвезли"  Пожелаем удачи нашей первой сборной во втором круге и успешного выхода в стадию плей-офф 🔥  #BaumanEsports #BaumanFifa #лучшаяфифа #лучшийкиберспортивный #СтудЛига
0;👨‍🎓👩‍🎓ТРЕБУЮТСЯ СТУДЕНТЫ из следующих ВУЗов: АТиСО, ВАВТ, ГАУГН, ГУЗ, ГУУ, МГАФК, МГИМО, МГТУ им. Н.Э. Баумана, МГУТУ имени К.Г. Разумовского, МФТИ, РГГУ, РГУП, РГУФКСМиТ, РУДН, РЭУ им. Г.В. Плеханова, Институт бизнеса и дизайна, МИИТ, Рут МИИТ, МАИ, МАДИ, МГПУ, МГМСУ им. А.И.Евдокимова, МГОУ, МГППУ, МГСУ, МИИГАиК, МГЮА им. О.Е. Кутафина, МПГУ, Московский Политех, МТУСИ, Университет «Синергия», МФЮА, НИУ ВШЭ, МИСиС, НИЯУ МИФИ, Первый МГМУ им. И.М. Сеченова, Московский политех филиал г. Коломна, РАНХиГС, РГАУ-МСХА им. К.А. Тимирязева, РГУ имени А.Н.Косыгина, РНИМУ им. Н.И. Пирогова, РосНОУ, РТУ МИРЭА, РУТ (МИИТ), Технологический университет г. Королев📚    ✨Ребята студенты, отличная возможность заработать от 5 000 рублей прямо в своём ВУЗе! Что для этого нужно? 💥Просто раздать всем первокурсникам подарки от программы Время Первых!🔔    Время Первых — это портал для студентов 1-го курса с бесплатными семинарами, тренингами, тестами и статьями о том, как быть успешным в учёбе и в жизни.    📍Твоя задача: пригласить на портал всех первокурсников, вручив им анкеты и подарки — новые бритвы Gillette для парней и стильные лукбуки для девчонок.    Программа Время Первых проходит во всех ВУЗах страны, нас поддерживают МГУ, РЭУ им. Плеханова, Высшая школа экономики, РУДН, Финансовый Университет, РАНХиГС, Санкт-Петербургский Государственный Университет и другие крупнейшие ВУЗы страны.    💌Для того, чтобы более подробно узнать условия и присоединится к проекту, необходимо прислать анкету в лс с пометкой "Время первых»:  1. ФИО 2. Телефон 3. ВУЗ 4. Город
0;10 марта 2021г. в Администрации городского округа город Стерлитамак состоялось награждение по итогам Республиканского конкурса творческих работ по профилактике экстремизма в молодежной среде.  Целью конкурса являлось снижение рисков возможного возникновения экстремистских проявлений в молодежной среде с использованием профессиональных навыков и творческого потенциала самой молодежи.  Данное мероприятие проводилось в рамках реализации государственной программы «Развитие физической культуры, спорта и молодежной политики в Республике Башкортостан, утвержденной постановлением Правительства Республики Башкортостан от 25 декабря 2017 года №613 и государственной программы «Обеспечение общественной безопасности в Республике Башкортостан», утвержденной постановлением Правительства Республики Башкортостан от 31 декабря 2014 года №670.  По итогам конкурса в номинации «Лучшая листовка, мотиватор-демотиватор по профилактике экстремизма в молодежной среде» II место заняла работа студента нашего колледжа Маркова Д.А. (группа №15), подготовленная под руководством мастера производственного обучения Мазитовой Регины Ильдаровны. Марков Дмитрий был награжден грамотой и ценным подарком.  Поздравляем Дмитрия и Регину Ильдаровну с призовым местом в конкурсе и желаем дальнейших творческих успехов!!!!👏👏👏
0;🌺 2 и 3 апреля в [club35146095|молодёжном центре «Шатлык»] пройдут отборочные этапы открытого регионального конкурса «Коса Закамья - 2021»!    В конкурсе могут принять участие все желающие от 5 до 35 лет, обладательницы длинных волос (не менее 40 см.).    Конкурсантки делятся на 3 возрастные группы:  1 возрастная группа – 5-10 лет.  2 возрастная группа – 11-14 лет.  3 возрастная группа – от 15 -35 лет.    Заявки на участие принимаются до 21 марта:  📧 по электронной почте mc-shatlyk@mail.ru с указанием в теме письма «Коса Закамья - 2021»  ✍🏻 в автоматизированной информационной системе «АИС Молодёжь России»: https://myrosmol.ru/event/60564    ☎ Тел.: (8552) 39-94-85    📌 Положение и форма заявки проекта «Коса Закамья -2021» в прикреплённых документах.
0;#Натюрморт_с_книгой  📸Районный фотоконкурс «Натюрморт с книгой»📸  📢Уважаемые читатели, дорогие друзья! Центральная библиотека им. В. В. Юхнина приглашает принять участие в районном фотоконкурсе «Натюрморт с книгой».   ⁉ Что для этого надо сделать? Составить композицию, центральным элементом которой является книга. Можно использовать различные атрибуты для оформления, элементы декора. Элементы должны быть подобраны так, чтобы они помогали передавать сюжет и атмосферу книги. На фотографии не должно быть человека, так как натюрморт – это жанр изобразительного искусства, изображающий группу неодушевленных предметов.  ❗ Фотоконкурс проводится с 15 марта по 24 апреля 2021 года. Подведение итогов – на заключительном мероприятии Недели молодежной книги - Всероссийской акции «Библионочь-2021».   👥 Участником конкурса может стать каждый. Для этого нужно выбрать книгу, создать книжный натюрморт и сфотографировать получившуюся композицию, дать название натюрморту. Фото отправлять по адресу электронной почты: cod_pril@mail.ru. К фото приложить Заявку об участии в фотоконкурсе (См. Положение о фотоконкурсе).  📌 Фотоконкурс «Натюрморт с книгой» проводится в 3 этапа: ✅ 1 этап: с 15 марта по 4 апреля 2021 года – прием заявок и конкурсных работ. Фотоработы, присланные позже, не будут допущены к участию на фотоконкурс.  ✅ 2 этап: с 7 по 14 апреля – отборочное голосование в открытой группе «МУК «Прилузская МЦБС» в социальной сети ВКонтакте - https://vk.com/prilcbs. Голосование завершится 14 апреля в 16:00 по местному времени.  Условие голосования: голосовавший должен поставить «+» под понравившейся фотоработой в комментариях. 10 участников, набравших наибольшее количество голосов или «+», перейдут в финальное голосование.  ✅ 3 этап: с 16 по 23 апреля - финальное голосование, которое пройдет в открытой группе «МУК «Прилузская МЦБС» в социальной сети ВКонтакте - https://vk.com/prilcbs.  🎁Автор фотографии, набравшей наибольшее количество голосов в ходе финального голосования, получает памятный подарок. Все участники получат сертификаты в электронном виде.  🖋  Более подробную информацию читайте в Положении о конкурсе по ссылке. Ждём от Вас Заявки, которые Вы можете прислать на нашу электронную почту: cod_pril@mail.ru  ✨Будем рады вашему участию в фотоконкурсе!✨😄
0;⭐Состоялось заседание Совета ректоров вузов Смоленской области  📌На базе СмолГу обсудили вопросы взаимодействия в области реализации национальных проектов и государственной молодежной политики в регионе.    📈С докладом выступил начальник Главного управления Смоленской области по делам молодежи и гражданско-патриотическому воспитанию Олег Вячеславович Иванов.  Подробнее https://ndsmol.ru/?p=157876
0;Привет, дорогие читатели! На связи Вадим Евсеев. Я продолжаю делиться с вами своими соображениями о футболе. Скоро у первой и молодёжной сборных важные матчи. Непростой выбор у тренеров: способных молодых игроков сейчас достаточно много. У Галактионова задача сложная, но и Черчесову не проще. Надо не только хорошо стартовать в отборе, но и думать о чемпионате мира в Катаре: какой командой там играть.
0;🌺 2 и 3 апреля в [club35146095|молодёжном центре «Шатлык»] пройдут отборочные этапы открытого регионального конкурса «Коса Закамья - 2021»!    В конкурсе могут принять участие все желающие от 5 до 35 лет, обладательницы длинных волос (не менее 40 см.).    Конкурсантки делятся на 3 возрастные группы:  1 возрастная группа – 5-10 лет.  2 возрастная группа – 11-14 лет.  3 возрастная группа – от 15 -35 лет.    Заявки на участие принимаются до 21 марта:  📧 по электронной почте mc-shatlyk@mail.ru с указанием в теме письма «Коса Закамья - 2021»  ✍🏻 в автоматизированной информационной системе «АИС Молодёжь России»: https://myrosmol.ru/event/60564    ☎ Тел.: (8552) 39-94-85    📌 Положение и форма заявки проекта «Коса Закамья -2021» в прикреплённых документах.
0;В рамках проведения работы по профессиональной ориентации подрастающего поколения сотрудники МВД России Тумандеевым Александром Борисовичем, выпускник нашей школы, и Антоновой Александрой Андреевной 11 марта 2021 года встретились с учениками 5-9-х классов.  Цель мероприятия – популяризация среди молодежи службы в органах внутренних дел, ориентирование выпускников на поступление в высшие учебные заведения системы МВД России. В ходе встречи гости рассказали учащимся о порядке поступления в юридические вузы системы МВД России, особенностях учебного процесса и различных направлениях деятельности полицейских, о требованиях, которые предъявляются к кандидатам, решившим поступать юридический институт МВД России и Академию МВД России. Ребята узнали о том, что при отборе кандидатов на службу в МВД особое внимание уделяется их образовательному уровню, морально-деловым качествам, состоянию здоровья и физической подготовке.
0;Ежегодный слет выпускников Бурзянского района  Ежегодный слет выпускников Бурзянского района собирает представителей учебных заведений РБ и России. На этом форуме участвовали более 130 выпускников района. Они узнали многого о нашем БГПУ имени М.Акмуллы, БГАУ, Сибайский филиал БГУ и о других вузах. С глазу на глаз говорили об интересных мероприятиях, которые проводят в вузе, об учебе, о жизни молодежи. Именно в сверкающих глазах я увидел моих будущих студентов, которые продолжат наши начатые дела.   Я верю в будущее нашей Республики, моего народа!  Подробнее на сайте факультета: https://bspu.ru/unit/100/news/14070
